sample	gender	CHROM	GENE	true_status	AD_hap1	AD_hap2	tot
sample11	female	X	gene_train_21	train_subject	55	122	177
sample12	female	X	gene_train_21	train_subject	46	131	177
sample13	female	X	gene_train_21	train_subject	38	139	177
sample14	female	X	gene_train_21	train_subject	41	136	177
sample15	female	X	gene_train_21	train_subject	59	118	177
sample16	female	X	gene_train_21	train_subject	47	130	177
sample17	female	X	gene_train_21	train_subject	42	135	177
sample18	female	X	gene_train_21	train_subject	39	138	177
sample19	female	X	gene_train_21	train_subject	38	139	177
sample20	female	X	gene_train_21	train_subject	43	134	177
sample21	female	X	gene_train_21	train_subject	18	159	177
sample22	female	X	gene_train_21	train_subject	15	162	177
sample23	female	X	gene_train_21	train_subject	17	160	177
sample24	female	X	gene_train_21	train_subject	21	156	177
sample25	female	X	gene_train_21	train_subject	19	158	177
sample26	female	X	gene_train_21	train_subject	17	160	177
sample27	female	X	gene_train_21	train_subject	11	166	177
sample28	female	X	gene_train_21	train_subject	20	157	177
sample29	female	X	gene_train_21	train_subject	19	158	177
sample30	female	X	gene_train_21	train_seqerr	1	176	177
sample31	female	X	gene_train_21	train_subject	41	136	177
sample32	female	X	gene_train_21	train_subject	46	131	177
sample33	female	X	gene_train_21	train_subject	42	135	177
sample34	female	X	gene_train_21	train_subject	37	140	177
sample35	female	X	gene_train_21	train_subject	42	135	177
sample36	female	X	gene_train_21	train_subject	44	133	177
sample37	female	X	gene_train_21	train_subject	50	127	177
sample38	female	X	gene_train_21	train_subject	47	130	177
sample39	female	X	gene_train_21	train_subject	53	124	177
sample40	female	X	gene_train_21	train_subject	36	141	177
sample1	female	X	gene_train_23	train_subject	12	118	130
sample2	female	X	gene_train_23	train_subject	8	122	130
sample3	female	X	gene_train_23	train_subject	17	113	130
sample4	female	X	gene_train_23	train_subject	18	112	130
sample5	female	X	gene_train_23	train_subject	16	114	130
sample6	female	X	gene_train_23	train_seqerr	2	128	130
sample7	female	X	gene_train_23	train_subject	18	112	130
sample8	female	X	gene_train_23	train_subject	9	121	130
sample9	female	X	gene_train_23	train_subject	10	120	130
sample10	female	X	gene_train_23	train_subject	18	112	130
sample11	female	X	gene_train_23	train_subject	38	92	130
sample12	female	X	gene_train_23	train_subject	22	108	130
sample13	female	X	gene_train_23	train_subject	39	91	130
sample14	female	X	gene_train_23	train_subject	32	98	130
sample15	female	X	gene_train_23	train_subject	47	83	130
sample16	female	X	gene_train_23	train_subject	38	92	130
sample17	female	X	gene_train_23	train_subject	34	96	130
sample18	female	X	gene_train_23	train_subject	35	95	130
sample19	female	X	gene_train_23	train_subject	26	104	130
sample20	female	X	gene_train_23	train_subject	25	105	130
sample21	female	X	gene_train_23	train_subject	11	119	130
sample22	female	X	gene_train_23	train_subject	9	121	130
sample23	female	X	gene_train_23	train_subject	11	119	130
sample24	female	X	gene_train_23	train_subject	7	123	130
sample25	female	X	gene_train_23	train_subject	15	115	130
sample26	female	X	gene_train_23	train_subject	12	118	130
sample27	female	X	gene_train_23	train_subject	14	116	130
sample28	female	X	gene_train_23	train_subject	15	115	130
sample29	female	X	gene_train_23	train_subject	19	111	130
sample30	female	X	gene_train_23	train_subject	12	118	130
sample31	female	X	gene_train_23	train_subject	39	91	130
sample32	female	X	gene_train_23	train_subject	30	100	130
sample33	female	X	gene_train_23	train_subject	32	98	130
sample34	female	X	gene_train_23	train_subject	29	101	130
sample35	female	X	gene_train_23	train_subject	22	108	130
sample36	female	X	gene_train_23	train_subject	20	110	130
sample37	female	X	gene_train_23	train_subject	38	92	130
sample38	female	X	gene_train_23	train_subject	30	100	130
sample39	female	X	gene_train_23	train_subject	36	94	130
sample40	female	X	gene_train_23	train_subject	38	92	130
sample1	female	X	gene_train_24	train_subject	11	92	103
sample2	female	X	gene_train_24	train_subject	12	91	103
sample3	female	X	gene_train_24	train_subject	7	96	103
sample4	female	X	gene_train_24	train_seqerr	3	100	103
sample5	female	X	gene_train_24	train_subject	6	97	103
sample6	female	X	gene_train_24	train_subject	15	88	103
sample7	female	X	gene_train_24	train_subject	3	100	103
sample8	female	X	gene_train_24	train_subject	11	92	103
sample9	female	X	gene_train_24	train_subject	11	92	103
sample10	female	X	gene_train_24	train_subject	8	95	103
sample11	female	X	gene_train_24	train_seqerr	4	99	103
sample12	female	X	gene_train_24	train_subject	19	84	103
sample13	female	X	gene_train_24	train_subject	33	70	103
sample14	female	X	gene_train_24	train_subject	26	77	103
sample15	female	X	gene_train_24	train_subject	23	80	103
sample16	female	X	gene_train_24	train_subject	23	80	103
sample17	female	X	gene_train_24	train_subject	27	76	103
sample18	female	X	gene_train_24	train_subject	24	79	103
sample19	female	X	gene_train_24	train_subject	20	83	103
sample20	female	X	gene_train_24	train_subject	21	82	103
sample21	female	X	gene_train_24	train_subject	15	88	103
sample22	female	X	gene_train_24	train_subject	9	94	103
sample23	female	X	gene_train_24	train_subject	9	94	103
sample24	female	X	gene_train_24	train_subject	16	87	103
sample25	female	X	gene_train_24	train_subject	11	92	103
sample26	female	X	gene_train_24	train_subject	12	91	103
sample27	female	X	gene_train_24	train_subject	13	90	103
sample28	female	X	gene_train_24	train_subject	8	95	103
sample29	female	X	gene_train_24	train_subject	11	92	103
sample30	female	X	gene_train_24	train_subject	12	91	103
sample31	female	X	gene_train_24	train_subject	24	79	103
sample32	female	X	gene_train_24	train_subject	22	81	103
sample33	female	X	gene_train_24	train_subject	19	84	103
sample34	female	X	gene_train_24	train_subject	26	77	103
sample35	female	X	gene_train_24	train_subject	24	79	103
sample36	female	X	gene_train_24	train_subject	24	79	103
sample37	female	X	gene_train_24	train_subject	20	83	103
sample38	female	X	gene_train_24	train_subject	29	74	103
sample39	female	X	gene_train_24	train_subject	34	69	103
sample40	female	X	gene_train_24	train_subject	32	71	103
sample1	female	X	gene_train_25	train_subject	3	49	52
sample2	female	X	gene_train_25	train_subject	3	49	52
sample3	female	X	gene_train_25	train_subject	7	45	52
sample4	female	X	gene_train_25	train_subject	0	52	52
sample5	female	X	gene_train_25	train_seqerr	1	51	52
sample6	female	X	gene_train_25	train_subject	3	49	52
sample7	female	X	gene_train_25	train_subject	4	48	52
sample8	female	X	gene_train_25	train_subject	5	47	52
sample9	female	X	gene_train_25	train_subject	4	48	52
sample10	female	X	gene_train_25	train_subject	5	47	52
sample11	female	X	gene_train_25	train_subject	14	38	52
sample12	female	X	gene_train_25	train_subject	12	40	52
sample13	female	X	gene_train_25	train_subject	13	39	52
sample14	female	X	gene_train_25	train_subject	10	42	52
sample15	female	X	gene_train_25	train_subject	8	44	52
sample16	female	X	gene_train_25	train_seqerr	0	52	52
sample17	female	X	gene_train_25	train_subject	15	37	52
sample18	female	X	gene_train_25	train_subject	12	40	52
sample19	female	X	gene_train_25	train_subject	22	30	52
sample20	female	X	gene_train_25	train_subject	10	42	52
sample21	female	X	gene_train_25	train_subject	7	45	52
sample22	female	X	gene_train_25	train_subject	5	47	52
sample23	female	X	gene_train_25	train_subject	8	44	52
sample24	female	X	gene_train_25	train_subject	7	45	52
sample25	female	X	gene_train_25	train_subject	7	45	52
sample26	female	X	gene_train_25	train_subject	6	46	52
sample27	female	X	gene_train_25	train_subject	6	46	52
sample28	female	X	gene_train_25	train_subject	4	48	52
sample29	female	X	gene_train_25	train_subject	5	47	52
sample30	female	X	gene_train_25	train_subject	9	43	52
sample31	female	X	gene_train_25	train_subject	12	40	52
sample32	female	X	gene_train_25	train_subject	14	38	52
sample33	female	X	gene_train_25	train_subject	9	43	52
sample34	female	X	gene_train_25	train_subject	14	38	52
sample35	female	X	gene_train_25	train_subject	11	41	52
sample36	female	X	gene_train_25	train_subject	16	36	52
sample37	female	X	gene_train_25	train_subject	13	39	52
sample38	female	X	gene_train_25	train_subject	12	40	52
sample39	female	X	gene_train_25	train_subject	10	42	52
sample40	female	X	gene_train_25	train_subject	14	38	52
sample1	female	X	gene_train_26	train_subject	2	20	22
sample2	female	X	gene_train_26	train_subject	1	21	22
sample3	female	X	gene_train_26	train_subject	3	19	22
sample4	female	X	gene_train_26	train_subject	1	21	22
sample5	female	X	gene_train_26	train_subject	0	22	22
sample6	female	X	gene_train_26	train_subject	2	20	22
sample7	female	X	gene_train_26	train_subject	2	20	22
sample8	female	X	gene_train_26	train_subject	1	21	22
sample9	female	X	gene_train_26	train_subject	0	22	22
sample10	female	X	gene_train_26	train_subject	0	22	22
sample11	female	X	gene_train_26	train_subject	3	19	22
sample12	female	X	gene_train_26	train_subject	4	18	22
sample13	female	X	gene_train_26	train_subject	5	17	22
sample14	female	X	gene_train_26	train_subject	7	15	22
sample15	female	X	gene_train_26	train_subject	5	17	22
sample16	female	X	gene_train_26	train_subject	4	18	22
sample17	female	X	gene_train_26	train_subject	7	15	22
sample18	female	X	gene_train_26	train_subject	3	19	22
sample19	female	X	gene_train_26	train_subject	0	22	22
sample20	female	X	gene_train_26	train_subject	6	16	22
sample21	female	X	gene_train_26	train_subject	2	20	22
sample22	female	X	gene_train_26	train_subject	3	19	22
sample23	female	X	gene_train_26	train_seqerr	0	22	22
sample24	female	X	gene_train_26	train_subject	3	19	22
sample25	female	X	gene_train_26	train_subject	3	19	22
sample26	female	X	gene_train_26	train_subject	3	19	22
sample27	female	X	gene_train_26	train_subject	2	20	22
sample28	female	X	gene_train_26	train_seqerr	1	21	22
sample29	female	X	gene_train_26	train_subject	3	19	22
sample30	female	X	gene_train_26	train_subject	2	20	22
sample31	female	X	gene_train_26	train_subject	5	17	22
sample32	female	X	gene_train_26	train_subject	7	15	22
sample33	female	X	gene_train_26	train_subject	9	13	22
sample34	female	X	gene_train_26	train_subject	4	18	22
sample35	female	X	gene_train_26	train_subject	4	18	22
sample36	female	X	gene_train_26	train_subject	6	16	22
sample37	female	X	gene_train_26	train_subject	5	17	22
sample38	female	X	gene_train_26	train_subject	7	15	22
sample39	female	X	gene_train_26	train_subject	10	12	22
sample40	female	X	gene_train_26	train_subject	1	21	22
sample1	female	X	gene_train_27	train_subject	4	53	57
sample2	female	X	gene_train_27	train_subject	2	55	57
sample3	female	X	gene_train_27	train_subject	2	55	57
sample4	female	X	gene_train_27	train_subject	3	54	57
sample5	female	X	gene_train_27	train_subject	4	53	57
sample6	female	X	gene_train_27	train_subject	11	46	57
sample7	female	X	gene_train_27	train_subject	4	53	57
sample8	female	X	gene_train_27	train_subject	3	54	57
sample9	female	X	gene_train_27	train_subject	7	50	57
sample10	female	X	gene_train_27	train_subject	2	55	57
sample11	female	X	gene_train_27	train_subject	10	47	57
sample12	female	X	gene_train_27	train_subject	17	40	57
sample13	female	X	gene_train_27	train_subject	12	45	57
sample14	female	X	gene_train_27	train_subject	16	41	57
sample15	female	X	gene_train_27	train_subject	19	38	57
sample16	female	X	gene_train_27	train_subject	10	47	57
sample17	female	X	gene_train_27	train_subject	17	40	57
sample18	female	X	gene_train_27	train_subject	13	44	57
sample19	female	X	gene_train_27	train_subject	23	34	57
sample20	female	X	gene_train_27	train_subject	16	41	57
sample21	female	X	gene_train_27	train_subject	5	52	57
sample22	female	X	gene_train_27	train_subject	9	48	57
sample23	female	X	gene_train_27	train_subject	2	55	57
sample24	female	X	gene_train_27	train_subject	7	50	57
sample25	female	X	gene_train_27	train_subject	5	52	57
sample26	female	X	gene_train_27	train_subject	9	48	57
sample27	female	X	gene_train_27	train_subject	10	47	57
sample28	female	X	gene_train_27	train_subject	5	52	57
sample29	female	X	gene_train_27	train_subject	4	53	57
sample30	female	X	gene_train_27	train_subject	6	51	57
sample31	female	X	gene_train_27	train_subject	12	45	57
sample32	female	X	gene_train_27	train_subject	17	40	57
sample33	female	X	gene_train_27	train_subject	20	37	57
sample34	female	X	gene_train_27	train_subject	12	45	57
sample35	female	X	gene_train_27	train_subject	18	39	57
sample36	female	X	gene_train_27	train_subject	21	36	57
sample37	female	X	gene_train_27	train_subject	18	39	57
sample38	female	X	gene_train_27	train_subject	20	37	57
sample39	female	X	gene_train_27	train_subject	16	41	57
sample40	female	X	gene_train_27	train_seqerr	0	57	57
sample1	female	X	gene_train_28	train_subject	17	127	144
sample2	female	X	gene_train_28	train_subject	18	126	144
sample3	female	X	gene_train_28	train_subject	19	125	144
sample4	female	X	gene_train_28	train_seqerr	2	142	144
sample5	female	X	gene_train_28	train_subject	15	129	144
sample6	female	X	gene_train_28	train_subject	13	131	144
sample7	female	X	gene_train_28	train_subject	16	128	144
sample8	female	X	gene_train_28	train_subject	21	123	144
sample9	female	X	gene_train_28	train_subject	6	138	144
sample10	female	X	gene_train_28	train_subject	16	128	144
sample11	female	X	gene_train_28	train_subject	38	106	144
sample12	female	X	gene_train_28	train_subject	32	112	144
sample13	female	X	gene_train_28	train_subject	31	113	144
sample14	female	X	gene_train_28	train_subject	43	101	144
sample15	female	X	gene_train_28	train_subject	27	117	144
sample16	female	X	gene_train_28	train_subject	60	84	144
sample17	female	X	gene_train_28	train_subject	27	117	144
sample18	female	X	gene_train_28	train_subject	42	102	144
sample19	female	X	gene_train_28	train_subject	47	97	144
sample20	female	X	gene_train_28	train_subject	52	92	144
sample21	female	X	gene_train_28	train_subject	18	126	144
sample22	female	X	gene_train_28	train_subject	13	131	144
sample23	female	X	gene_train_28	train_subject	14	130	144
sample24	female	X	gene_train_28	train_subject	15	129	144
sample25	female	X	gene_train_28	train_subject	19	125	144
sample26	female	X	gene_train_28	train_subject	14	130	144
sample27	female	X	gene_train_28	train_subject	19	125	144
sample28	female	X	gene_train_28	train_subject	8	136	144
sample29	female	X	gene_train_28	train_subject	5	139	144
sample30	female	X	gene_train_28	train_subject	23	121	144
sample31	female	X	gene_train_28	train_subject	41	103	144
sample32	female	X	gene_train_28	train_subject	30	114	144
sample33	female	X	gene_train_28	train_subject	27	117	144
sample34	female	X	gene_train_28	train_subject	41	103	144
sample35	female	X	gene_train_28	train_subject	36	108	144
sample36	female	X	gene_train_28	train_subject	32	112	144
sample37	female	X	gene_train_28	train_subject	29	115	144
sample38	female	X	gene_train_28	train_subject	27	117	144
sample39	female	X	gene_train_28	train_subject	31	113	144
sample40	female	X	gene_train_28	train_subject	43	101	144
sample1	female	X	gene_train_29	train_subject	2	43	45
sample2	female	X	gene_train_29	train_subject	4	41	45
sample3	female	X	gene_train_29	train_subject	5	40	45
sample4	female	X	gene_train_29	train_subject	4	41	45
sample5	female	X	gene_train_29	train_subject	5	40	45
sample6	female	X	gene_train_29	train_subject	2	43	45
sample7	female	X	gene_train_29	train_subject	10	35	45
sample8	female	X	gene_train_29	train_subject	7	38	45
sample9	female	X	gene_train_29	train_subject	7	38	45
sample10	female	X	gene_train_29	train_subject	3	42	45
sample11	female	X	gene_train_29	train_subject	5	40	45
sample12	female	X	gene_train_29	train_subject	11	34	45
sample13	female	X	gene_train_29	train_subject	14	31	45
sample14	female	X	gene_train_29	train_subject	9	36	45
sample15	female	X	gene_train_29	train_subject	9	36	45
sample16	female	X	gene_train_29	train_subject	10	35	45
sample17	female	X	gene_train_29	train_subject	8	37	45
sample18	female	X	gene_train_29	train_subject	16	29	45
sample19	female	X	gene_train_29	train_subject	7	38	45
sample20	female	X	gene_train_29	train_subject	12	33	45
sample21	female	X	gene_train_29	train_subject	5	40	45
sample22	female	X	gene_train_29	train_subject	5	40	45
sample23	female	X	gene_train_29	train_seqerr	0	45	45
sample24	female	X	gene_train_29	train_subject	5	40	45
sample25	female	X	gene_train_29	train_subject	4	41	45
sample26	female	X	gene_train_29	train_subject	7	38	45
sample27	female	X	gene_train_29	train_subject	7	38	45
sample28	female	X	gene_train_29	train_subject	4	41	45
sample29	female	X	gene_train_29	train_subject	3	42	45
sample30	female	X	gene_train_29	train_seqerr	0	45	45
sample31	female	X	gene_train_29	train_subject	9	36	45
sample32	female	X	gene_train_29	train_subject	7	38	45
sample33	female	X	gene_train_29	train_subject	11	34	45
sample34	female	X	gene_train_29	train_subject	17	28	45
sample35	female	X	gene_train_29	train_subject	6	39	45
sample36	female	X	gene_train_29	train_seqerr	0	45	45
sample37	female	X	gene_train_29	train_subject	10	35	45
sample38	female	X	gene_train_29	train_subject	6	39	45
sample39	female	X	gene_train_29	train_subject	12	33	45
sample40	female	X	gene_train_29	train_subject	23	22	45
sample1	female	X	gene_train_30	train_subject	39	302	341
sample2	female	X	gene_train_30	train_subject	28	313	341
sample3	female	X	gene_train_30	train_subject	30	311	341
sample4	female	X	gene_train_30	train_subject	32	309	341
sample5	female	X	gene_train_30	train_subject	52	289	341
sample6	female	X	gene_train_30	train_subject	31	310	341
sample7	female	X	gene_train_30	train_subject	44	297	341
sample8	female	X	gene_train_30	train_subject	47	294	341
sample9	female	X	gene_train_30	train_subject	30	311	341
sample10	female	X	gene_train_30	train_subject	30	311	341
sample11	female	X	gene_train_30	train_subject	89	252	341
sample12	female	X	gene_train_30	train_subject	106	235	341
sample13	female	X	gene_train_30	train_subject	77	264	341
sample14	female	X	gene_train_30	train_subject	86	255	341
sample15	female	X	gene_train_30	train_subject	79	262	341
sample16	female	X	gene_train_30	train_subject	107	234	341
sample17	female	X	gene_train_30	train_subject	97	244	341
sample18	female	X	gene_train_30	train_subject	92	249	341
sample19	female	X	gene_train_30	train_subject	84	257	341
sample20	female	X	gene_train_30	train_subject	115	226	341
sample21	female	X	gene_train_30	train_subject	55	286	341
sample22	female	X	gene_train_30	train_subject	43	298	341
sample23	female	X	gene_train_30	train_subject	43	298	341
sample24	female	X	gene_train_30	train_subject	36	305	341
sample25	female	X	gene_train_30	train_subject	26	315	341
sample26	female	X	gene_train_30	train_subject	35	306	341
sample27	female	X	gene_train_30	train_subject	46	295	341
sample28	female	X	gene_train_30	train_subject	35	306	341
sample29	female	X	gene_train_30	train_subject	37	304	341
sample30	female	X	gene_train_30	train_subject	45	296	341
sample31	female	X	gene_train_30	train_subject	82	259	341
sample32	female	X	gene_train_30	train_subject	74	267	341
sample33	female	X	gene_train_30	train_subject	86	255	341
sample34	female	X	gene_train_30	train_subject	80	261	341
sample35	female	X	gene_train_30	train_subject	82	259	341
sample36	female	X	gene_train_30	train_subject	91	250	341
sample37	female	X	gene_train_30	train_subject	88	253	341
sample38	female	X	gene_train_30	train_subject	90	251	341
sample39	female	X	gene_train_30	train_subject	77	264	341
sample40	female	X	gene_train_30	train_subject	101	240	341
sample1	female	X	gene_train_31	train_subject	5	53	58
sample2	female	X	gene_train_31	train_subject	3	55	58
sample3	female	X	gene_train_31	train_subject	3	55	58
sample4	female	X	gene_train_31	train_subject	10	48	58
sample5	female	X	gene_train_31	train_subject	3	55	58
sample6	female	X	gene_train_31	train_subject	10	48	58
sample7	female	X	gene_train_31	train_subject	4	54	58
sample8	female	X	gene_train_31	train_subject	11	47	58
sample9	female	X	gene_train_31	train_subject	4	54	58
sample10	female	X	gene_train_31	train_subject	8	50	58
sample11	female	X	gene_train_31	train_subject	12	46	58
sample12	female	X	gene_train_31	train_subject	18	40	58
sample13	female	X	gene_train_31	train_subject	15	43	58
sample14	female	X	gene_train_31	train_subject	15	43	58
sample15	female	X	gene_train_31	train_subject	12	46	58
sample16	female	X	gene_train_31	train_subject	19	39	58
sample17	female	X	gene_train_31	train_subject	17	41	58
sample18	female	X	gene_train_31	train_subject	13	45	58
sample19	female	X	gene_train_31	train_subject	14	44	58
sample20	female	X	gene_train_31	train_subject	11	47	58
sample21	female	X	gene_train_31	train_subject	6	52	58
sample22	female	X	gene_train_31	train_subject	4	54	58
sample23	female	X	gene_train_31	train_subject	10	48	58
sample24	female	X	gene_train_31	train_subject	11	47	58
sample25	female	X	gene_train_31	train_subject	4	54	58
sample26	female	X	gene_train_31	train_subject	5	53	58
sample27	female	X	gene_train_31	train_subject	6	52	58
sample28	female	X	gene_train_31	train_subject	4	54	58
sample29	female	X	gene_train_31	train_subject	9	49	58
sample30	female	X	gene_train_31	train_subject	7	51	58
sample31	female	X	gene_train_31	train_subject	12	46	58
sample32	female	X	gene_train_31	train_subject	15	43	58
sample33	female	X	gene_train_31	train_subject	17	41	58
sample34	female	X	gene_train_31	train_subject	18	40	58
sample35	female	X	gene_train_31	train_subject	19	39	58
sample36	female	X	gene_train_31	train_subject	16	42	58
sample37	female	X	gene_train_31	train_subject	9	49	58
sample38	female	X	gene_train_31	train_subject	15	43	58
sample39	female	X	gene_train_31	train_subject	19	39	58
sample40	female	X	gene_train_31	train_subject	13	45	58
sample1	female	X	gene_train_32	train_subject	22	169	191
sample2	female	X	gene_train_32	train_subject	10	181	191
sample3	female	X	gene_train_32	train_subject	25	166	191
sample4	female	X	gene_train_32	train_subject	10	181	191
sample5	female	X	gene_train_32	train_subject	18	173	191
sample6	female	X	gene_train_32	train_subject	21	170	191
sample7	female	X	gene_train_32	train_subject	15	176	191
sample8	female	X	gene_train_32	train_subject	20	171	191
sample9	female	X	gene_train_32	train_subject	25	166	191
sample10	female	X	gene_train_32	train_subject	20	171	191
sample11	female	X	gene_train_32	train_subject	66	125	191
sample12	female	X	gene_train_32	train_subject	62	129	191
sample13	female	X	gene_train_32	train_subject	46	145	191
sample14	female	X	gene_train_32	train_subject	37	154	191
sample15	female	X	gene_train_32	train_subject	52	139	191
sample16	female	X	gene_train_32	train_subject	46	145	191
sample17	female	X	gene_train_32	train_subject	58	133	191
sample18	female	X	gene_train_32	train_subject	50	141	191
sample19	female	X	gene_train_32	train_subject	61	130	191
sample20	female	X	gene_train_32	train_subject	60	131	191
sample21	female	X	gene_train_32	train_subject	21	170	191
sample22	female	X	gene_train_32	train_subject	20	171	191
sample23	female	X	gene_train_32	train_subject	15	176	191
sample24	female	X	gene_train_32	train_subject	23	168	191
sample25	female	X	gene_train_32	train_subject	17	174	191
sample26	female	X	gene_train_32	train_subject	21	170	191
sample27	female	X	gene_train_32	train_subject	20	171	191
sample28	female	X	gene_train_32	train_subject	10	181	191
sample29	female	X	gene_train_32	train_subject	16	175	191
sample30	female	X	gene_train_32	train_subject	17	174	191
sample31	female	X	gene_train_32	train_subject	46	145	191
sample32	female	X	gene_train_32	train_subject	51	140	191
sample33	female	X	gene_train_32	train_subject	47	144	191
sample34	female	X	gene_train_32	train_subject	53	138	191
sample35	female	X	gene_train_32	train_subject	54	137	191
sample36	female	X	gene_train_32	train_seqerr	4	187	191
sample37	female	X	gene_train_32	train_subject	54	137	191
sample38	female	X	gene_train_32	train_subject	57	134	191
sample39	female	X	gene_train_32	train_subject	42	149	191
sample40	female	X	gene_train_32	train_subject	47	144	191
sample1	female	X	gene_train_34	train_subject	26	320	346
sample2	female	X	gene_train_34	train_subject	41	305	346
sample3	female	X	gene_train_34	train_subject	31	315	346
sample4	female	X	gene_train_34	train_seqerr	3	343	346
sample5	female	X	gene_train_34	train_subject	32	314	346
sample6	female	X	gene_train_34	train_subject	41	305	346
sample7	female	X	gene_train_34	train_subject	21	325	346
sample8	female	X	gene_train_34	train_subject	47	299	346
sample9	female	X	gene_train_34	train_subject	25	321	346
sample10	female	X	gene_train_34	train_subject	51	295	346
sample11	female	X	gene_train_34	train_subject	90	256	346
sample12	female	X	gene_train_34	train_subject	73	273	346
sample13	female	X	gene_train_34	train_subject	69	277	346
sample14	female	X	gene_train_34	train_subject	85	261	346
sample15	female	X	gene_train_34	train_subject	97	249	346
sample16	female	X	gene_train_34	train_subject	73	273	346
sample17	female	X	gene_train_34	train_subject	76	270	346
sample18	female	X	gene_train_34	train_subject	84	262	346
sample19	female	X	gene_train_34	train_subject	65	281	346
sample20	female	X	gene_train_34	train_subject	69	277	346
sample21	female	X	gene_train_34	train_subject	42	304	346
sample22	female	X	gene_train_34	train_subject	23	323	346
sample23	female	X	gene_train_34	train_subject	27	319	346
sample24	female	X	gene_train_34	train_subject	36	310	346
sample25	female	X	gene_train_34	train_subject	33	313	346
sample26	female	X	gene_train_34	train_subject	51	295	346
sample27	female	X	gene_train_34	train_subject	34	312	346
sample28	female	X	gene_train_34	train_subject	34	312	346
sample29	female	X	gene_train_34	train_subject	50	296	346
sample30	female	X	gene_train_34	train_subject	32	314	346
sample31	female	X	gene_train_34	train_subject	87	259	346
sample32	female	X	gene_train_34	train_subject	101	245	346
sample33	female	X	gene_train_34	train_subject	82	264	346
sample34	female	X	gene_train_34	train_subject	76	270	346
sample35	female	X	gene_train_34	train_subject	84	262	346
sample36	female	X	gene_train_34	train_subject	65	281	346
sample37	female	X	gene_train_34	train_subject	82	264	346
sample38	female	X	gene_train_34	train_subject	88	258	346
sample39	female	X	gene_train_34	train_subject	79	267	346
sample40	female	X	gene_train_34	train_subject	91	255	346
sample1	female	X	gene_train_35	train_subject	9	32	41
sample2	female	X	gene_train_35	train_subject	8	33	41
sample3	female	X	gene_train_35	train_subject	5	36	41
sample4	female	X	gene_train_35	train_subject	2	39	41
sample5	female	X	gene_train_35	train_subject	8	33	41
sample6	female	X	gene_train_35	train_subject	3	38	41
sample7	female	X	gene_train_35	train_subject	2	39	41
sample8	female	X	gene_train_35	train_subject	1	40	41
sample9	female	X	gene_train_35	train_subject	6	35	41
sample10	female	X	gene_train_35	train_subject	2	39	41
sample11	female	X	gene_train_35	train_seqerr	1	40	41
sample12	female	X	gene_train_35	train_subject	12	29	41
sample13	female	X	gene_train_35	train_subject	11	30	41
sample14	female	X	gene_train_35	train_subject	10	31	41
sample15	female	X	gene_train_35	train_subject	12	29	41
sample16	female	X	gene_train_35	train_subject	10	31	41
sample17	female	X	gene_train_35	train_seqerr	0	41	41
sample18	female	X	gene_train_35	train_subject	12	29	41
sample19	female	X	gene_train_35	train_subject	18	23	41
sample20	female	X	gene_train_35	train_subject	11	30	41
sample21	female	X	gene_train_35	train_subject	4	37	41
sample22	female	X	gene_train_35	train_subject	4	37	41
sample23	female	X	gene_train_35	train_subject	2	39	41
sample24	female	X	gene_train_35	train_subject	1	40	41
sample25	female	X	gene_train_35	train_subject	2	39	41
sample26	female	X	gene_train_35	train_subject	5	36	41
sample27	female	X	gene_train_35	train_subject	4	37	41
sample28	female	X	gene_train_35	train_subject	6	35	41
sample29	female	X	gene_train_35	train_subject	7	34	41
sample30	female	X	gene_train_35	train_subject	2	39	41
sample31	female	X	gene_train_35	train_subject	8	33	41
sample32	female	X	gene_train_35	train_subject	12	29	41
sample33	female	X	gene_train_35	train_subject	13	28	41
sample34	female	X	gene_train_35	train_subject	11	30	41
sample35	female	X	gene_train_35	train_subject	8	33	41
sample36	female	X	gene_train_35	train_subject	13	28	41
sample37	female	X	gene_train_35	train_subject	10	31	41
sample38	female	X	gene_train_35	train_subject	12	29	41
sample39	female	X	gene_train_35	train_subject	13	28	41
sample40	female	X	gene_train_35	train_subject	11	30	41
sample1	female	X	gene_train_36	train_subject	16	59	75
sample2	female	X	gene_train_36	train_subject	9	66	75
sample3	female	X	gene_train_36	train_subject	7	68	75
sample4	female	X	gene_train_36	train_subject	7	68	75
sample5	female	X	gene_train_36	train_subject	3	72	75
sample6	female	X	gene_train_36	train_subject	11	64	75
sample7	female	X	gene_train_36	train_subject	9	66	75
sample8	female	X	gene_train_36	train_subject	12	63	75
sample9	female	X	gene_train_36	train_subject	6	69	75
sample10	female	X	gene_train_36	train_subject	6	69	75
sample11	female	X	gene_train_36	train_seqerr	0	75	75
sample12	female	X	gene_train_36	train_subject	12	63	75
sample13	female	X	gene_train_36	train_subject	21	54	75
sample14	female	X	gene_train_36	train_subject	17	58	75
sample15	female	X	gene_train_36	train_subject	11	64	75
sample16	female	X	gene_train_36	train_subject	26	49	75
sample17	female	X	gene_train_36	train_subject	18	57	75
sample18	female	X	gene_train_36	train_subject	13	62	75
sample19	female	X	gene_train_36	train_subject	13	62	75
sample20	female	X	gene_train_36	train_subject	18	57	75
sample21	female	X	gene_train_36	train_subject	10	65	75
sample22	female	X	gene_train_36	train_subject	5	70	75
sample23	female	X	gene_train_36	train_subject	10	65	75
sample24	female	X	gene_train_36	train_subject	6	69	75
sample25	female	X	gene_train_36	train_subject	7	68	75
